BrandSid,DataextrctSid,BrandLongNm,BrandShortNm,ParentBrandLongNm,ParentBrandShortNm,ChangeInd,JobExecSid
2635,13,"FRENCHIE'S KITCHEN",FRENCHIE,,,"I  ",8330
1491,13,"CITRE SHINE",CITRESHINE,,,"I  ",8330
7638,13,"VERMONT SPOONDANCE CREAMERY",VERMNTSPON,,,"I  ",8330
5325,13,"OLDE THOMPSON",OLDETHOMP,,,"I  ",8330
7531,13,"UMAC CORE",UMACCORE,,,"I  ",8330
5800,13,POSTOBON,POSTOBON,,,"I  ",8330
4620,13,MI-LEM,MILEM,,,"I  ",8330
3005,13,"GRAB GREEN",GRABGREEN,,,"I  ",8330
8061,13,ZANTAC,ZANTAC,,,"I  ",8330
7489,13,"TWIN DRAGON",TWINDRAGON,,,"I  ",8330
5062,13,"NEAR EAST",NEAREAST,,,"I  ",8330
2332,13,"EO PRODUCTS",EO,,,"I  ",8330
4494,13,MASADA,MASADA,,,"I  ",8330
2496,13,FINI,FINI,,,"I  ",8330
7695,13,"VIRGIL'S ROOTBEER",VIRGIL,,,"I  ",8330
740,13,"BEST CHEESE",BESTCHEESE,,,"I  ",8330
6921,13,SUKHI'S,SUKHI,,,"I  ",8330
2046,13,"DR. ANDREW WEIL",DRWEIL,,,"I  ",8330
3390,13,"HOME FREE",HOMEFREE,,,"I  ",8330
1562,13,COCOCARE,COCOCARE,,,"I  ",8330
2296,13,"EMERALD FOREST",EMRLDFORST,,,"I  ",8330
6416,13,"SEASHORE CLASSICS",SEASHORE,,,"I  ",8330
4082,13,"LATE JULY",LATEJULY,,,"I  ",8330
5815,13,"PRANA SHAKTI WF",PRANASHAKT,,,"I  ",8330
7636,13,"VERMONT MYSTIC PIE",VERMNTMYST,,,"I  ",8330
389,13,"AROMA MD",AROMAMD,,,"I  ",8330
5333,13,OLIVELLA,OLIVELLA,,,"I  ",8330
6145,13,"RING RELIEF",RINGRELIEF,,,"I  ",8330
7653,13,"VIBE COCKTAIL MIXES",VIBE,,,"I  ",8330
3213,13,"HARVEST BAY",HARVESTBAY,,,"I  ",8330
2595,13,"FORECAST BRANDS",FORECAST,,,"I  ",8330
965,13,BOREALIS,BOREALIS,,,"I  ",8330
6223,13,"ROUTE 11",ROUTE11,,,"I  ",8330
8103,13,ZOGLO'S,ZOGLO,,,"I  ",8330
5655,13,"PET PROMISE",PETPROMISE,,,"I  ",8330
7066,13,SYSTANE,SYSTANE,,,"I  ",8330
3348,13,"HIGH TIME",HIGHTIME,,,"I  ",8330
6324,13,"SAN FRANOLA GRANOLA",SANFRANOLA,,,"I  ",8330
4084,13,"LAUGHING COW WEDGES",LAUGHNGCOW,,,"I  ",8330
4288,13,LUCA'S,LUCA,,,"I  ",8330
7327,13,"TODAY'S FARM",TODAYFARM,,,"I  ",8330
4982,13,"NATURALLY FRESH",NATRLFRSH,,,"I  ",8330
6751,13,"SOY DREAM",SOYDREAM,,,"I  ",8330
864,13,BLAKE'S,BLAKE,,,"I  ",8330
2919,13,"GOLD BOAT",GOLDBOAT,,,"I  ",8330
3760,13,"JYOTI INDIAN CUISINE",JYOTI,,,"I  ",8330
6919,13,SUGAT,SUGAT,,,"I  ",8330
3613,13,"JACK MILLER'S",JACKMILLER,,,"I  ",8330
4572,13,"MEDITERRANEAN DELIGHTS",MEDITDELIT,,,"I  ",8330
1083,13,BUDWEISER,BUDWEISER,,,"I  ",8330
460,13,"AURIC BLENDS",AURICBLEND,,,"I  ",8330
7588,13,"VAN COURTLANDT",VANCOURTLD,,,"I  ",8330
3371,13,HOFFMAN,HOFFMAN,,,"I  ",8330
5861,13,"PRIME SOURCE",PRIMESOURC,,,"I  ",8330
6088,13,REMI-D,REMID,,,"I  ",8330
4677,13,"MINERAL FUSION",MINERALFUS,,,"I  ",8330
7184,13,TERRAFOOD,TERRAFOOD,,,"I  ",8330
4736,13,"MONI'S DRESSINGS",MONI,,,"I  ",8330
229,13,ALVERA,ALVERA,,,"I  ",8330
48,13,AARON,AARON,,,"I  ",8330
7981,13,WYETH,WYETH,,,"I  ",8330
6044,13,"REALLY RAW HONEY",REALLYRAW,,,"I  ",8330
4799,13,"MOUTH WATCHERS",MOUTHWATCH,,,"I  ",8330
1270,13,"CARMELINA BRANDS",CARMELINA,,,"I  ",8330
3148,13,H2YDRO,H2YDRO,,,"I  ",8330
7409,13,"TRIBE MEDITERRANEAN FOODS",TRIBEMEDIT,,,"I  ",8330
4797,13,"MOUNTAIN SUN",MTNSUN,,,"I  ",8330
990,13,"BOULDER CLEANERS",BLDRCLEANR,,,"I  ",8330
4172,13,LIFESTYLES,LIFESTYLES,,,"I  ",8330
2990,13,GORHAM,GORHAM,,,"I  ",8330
6896,13,STP,STP,,,"I  ",8330
7691,13,VINTAGE,VINTAGE,,,"I  ",8330
5148,13,"NO DOZ",NODOZ,,,"I  ",8330
7689,13,"VINO DE MILO",VINODEMILO,,,"I  ",8330
2784,13,GEISHA,GEISHA,,,"I  ",8330
2250,13,"EL CORTIJO",ELCORTIJO,,,"I  ",8330
5695,13,"PIG STAND",PIGSTAND,,,"I  ",8330
4069,13,"LAP TOP COLORING BOOK",LAPTOP,,,"I  ",8330
5878,13,PROFOUND,PROFOUND,,,"I  ",8330
67,13,"ACAI WONDERFRUIT",ACAIWONDER,,,"I  ",8330
7222,13,"THE COUNTRY HEN",COUNTRYHEN,,,"I  ",8330
4208,13,"LITTER LOVE",LITTERLOVE,,,"I  ",8330
557,13,BALANCED,BALANCED,,,"I  ",8330
2437,13,"FARMERS HEN HOUSE",FARMERHEN,,,"I  ",8330
6427,13,"SECURE DENTURE ADHESIVE",SECUREDENT,,,"I  ",8330
7731,13,VITASOY,VITASOY,,,"I  ",8330
5756,13,"PLUSH PUFFS",PLUSHPUFFS,,,"I  ",8330
2942,13,"GOLDEN PRAIRIE",GOLDNPRAIR,,,"I  ",8330
5247,13,NV,NV,,,"I  ",8330
1760,13,CURAD,CURAD,,,"I  ",8330
7220,13,"THE CHIA COMPANY",CHIA,,,"I  ",8330
4412,13,"MAMA LIL'S",MAMALIL,,,"I  ",8330
4591,13,MELISSA,MELISSA,,,"I  ",8330
6574,13,"SINU CLEANSE",SINUCLEANS,,,"I  ",8330
801,13,"BING ENERGY",BINGENERGY,,,"I  ",8330
1064,13,"BROTHERS ALL NATURAL",BROTHRSNAT,,,"I  ",8330
5041,13,"NATURE'S PROMISE",NATPROMISE,,,"I  ",8330
6446,13,SENORIAL,SENORIAL,,,"I  ",8330
7760,13,"WACKY MAC",WACKYMAC,,,"I  ",8330
7241,13,"THE NUT LADY",NUTLADY,,,"I  ",8330
6715,13,"SONOMA SOAP",SONOMASOAP,,,"I  ",8330
7737,13,VIVANT,VIVANT,,,"I  ",8330
1724,13,"CRISPY CAT",CRISPYCAT,,,"I  ",8330
4269,13,LOUISIANA,LOUISIANA,,,"I  ",8330
2147,13,"EAGLE DISTRIBUTORS",EAGLE,,,"I  ",8330
1106,13,"BUMP STOPPER",BUMPSTOPPR,,,"I  ",8330
1901,13,DELLA,DELLA,,,"I  ",8330
2189,13,"EATSMART NATURALS",EATSMART,,,"I  ",8330
7165,13,TELMA,TELMA,,,"I  ",8330
7247,13,"THE REAL DEAL ALL NATURAL SNACKS",REALDEAL,,,"I  ",8330
4187,13,"LILLY'S HUMMUS",LILLYHUMUS,,,"I  ",8330
7102,13,TAMPAX,TAMPAX,,,"I  ",8330
2740,13,GALVANINA,GALVANINA,,,"I  ",8330
5859,13,"PRIMAL PET FOODS, INC.",PRIMALPET,,,"I  ",8330
7203,13,"TEXAS TEXAS",TEXASTEXAS,,,"I  ",8330
5415,13,"ORGANIC CANDY COMPANY",ORGCANDY,,,"I  ",8330
2948,13,"GOLDEN WAY",GOLDNWAY,,,"I  ",8330
6273,13,"S & B",S&B,,,"I  ",8330
778,13,"BIG BAD BOB'S",BIGBADBOB,,,"I  ",8330
6080,13,RELACORE,RELACORE,,,"I  ",8330
50,13,ABBA,ABBA,,,"I  ",8330
286,13,"ANCHOR BAR",ANCHORBAR,,,"I  ",8330
5598,13,"PEAS OF MIND",PEASOFMIND,,,"I  ",8330
3453,13,"HOUSE AUTRY",HOUSEAUTRY,,,"I  ",8330
1066,13,"BROWN GOLD",BROWNGOLD,,,"I  ",8330
6475,13,"SHARKEY'S SAUCES",SHARKEY,,,"I  ",8330
8019,13,"YELLOWFRAME FARMS",YELLOWFRAM,,,"I  ",8330
3880,13,"KINGS BEANS",KINGSBEANS,,,"I  ",8330
7487,13,TWILIGHT,TWILIGHT,,,"I  ",8330
435,13,"ATHENA'S SILVERLAND DESSERTS",ATHENA,,,"I  ",8330
4370,13,MAGNOLIA,MAGNOLIA,,,"I  ",8330
2702,13,"FUNCTION DRINKS",FUNCTION,,,"I  ",8330
187,13,"ALLERGY-FREE FOODS",ALLRGYFREE,,,"I  ",8330
6385,13,SCHECKTER'S,SCHECKTER,,,"I  ",8330
3798,13,KARMIN,KARMIN,,,"I  ",8330
7897,13,"WILD SQUIRREL",WILDSQRREL,,,"I  ",8330
1556,13,"COCO REAL",COCOREAL,,,"I  ",8330
1882,13,"DEL FRUTAL",DELFRUTAL,,,"I  ",8330
6343,13,"SANTA FE",SANTAFE,,,"I  ",8330
6206,13,"ROOIBEE RED TEA",ROOIBEETEA,,,"I  ",8330
3449,13,"HOT SQUEEZE",HOTSQUEEZE,,,"I  ",8330
7777,13,"WALNUT GROVE SPRING WATER",WALNTGROVE,,,"I  ",8330
5226,13,"NUTRI-FUSION SYSTEMS",NUTRIFUSN,,,"I  ",8330
1329,13,"CELESTIAL SEASONINGS",CELESTIAL,,,"I  ",8330
4837,13,"MS. MANICURE",MSMANICURE,,,"I  ",8330
6038,13,"REAL LIFE RESEARCH",REALLIFE,,,"I  ",8330
2662,13,FRS,FRS,,,"I  ",8330
1531,13,"CLIF LUNA",CLIFLUNA,,,"I  ",8330
6,13,"18 RABBITS",18RABBITS,,,"I  ",8330
1680,13,COTY,COTY,,,"I  ",8330
2906,13,"GO LIGHTLY",GOLIGHTLY,,,"I  ",8330
170,13,ALKEMIE,ALKEMIE,,,"I  ",8330
7306,13,TIMBERWICK,TIMBERWICK,,,"I  ",8330
3369,13,"HODGSON MILLS",HODGSONML,,,"I  ",8330
1003,13,"BOYLAN BOTTLING CO",BOYLAN,,,"I  ",8330
7817,13,WELLEMENTS,WELMNTS,,,"I  ",8330
1863,13,"DEAN'S OF SCOTLAND",DEANSCTLND,,,"I  ",8330
4290,13,LUCK'S,LUCK,,,"I  ",8330
5451,13,"ORIGINAL CEYLON TEA",CEYLONTEA,,,"I  ",8330
5287,13,ODOR-EATERS,ODOREATERS,,,"I  ",8330
3739,13,JUICEOLOGY,JUICEOLOGY,,,"I  ",8330
6328,13,"SAN MARTINO",SANMARTINO,,,"I  ",8330
3104,13,"GRINGO BANDITO",GRINGOBAND,,,"I  ",8330
704,13,BELLETOILE,BELLETOILE,,,"I  ",8330
3743,13,"JULIES ORGANICS",JULIE,,,"I  ",8330
685,13,"BELA-OLHAO SARDINES",BELAOLHAO,,,"I  ",8330
7527,13,"ULTRA GREEN",ULTRAGREEN,,,"I  ",8330
1512,13,"CLEAN & CLEAR",CLEANCLEAR,,,"I  ",8330
4128,13,LEM,LEM,,,"I  ",8330
969,13,"BORO PARK",BOROPARK,,,"I  ",8330
5981,13,"QUIET LIFE",QUIETLIFE,,,"I  ",8330
5144,13,NIX,NIX,,,"I  ",8330
908,13,"BOB'S BIG BOY",BOBBIGBOY,,,"I  ",8330
2921,13,"GOLD CIRCLE FARMS",GOLDCIRCLE,,,"I  ",8330
2534,13,FIXODENT,FIXODENT,,,"I  ",8330
7140,13,TCB,TCB,,,"I  ",8330
5390,13,ORAJEL,ORAJEL,,,"I  ",8330
4757,13,"MOONDARRA CHEESE",MOONDARRA,,,"I  ",8330
3293,13,"HELPING HAND",HELPNGHAND,,,"I  ",8330
1247,13,CARAPELLI,CARAPELLI,,,"I  ",8330
2959,13,"GOOD BUDDY",GOODBUDDY,,,"I  ",8330
7815,13,"WELL IN HAND",WELLINHAND,,,"I  ",8330
2126,13,DUFOUR,DUFOUR,,,"I  ",8330
4574,13,"MEDITERRANEAN ORGANIC",MEDITORG,,,"I  ",8330
4696,13,MISKO,MISKO,,,"I  ",8330
1979,13,"DIVINE CHOCOLATE",DIVINECHOC,,,"I  ",8330
2698,13,FULLBLOOM,FULLBLOOM,,,"I  ",8330
7262,13,THERABREATH,THERABRETH,,,"I  ",8330
6166,13,"ROB'S GOURMET PASTA SAUCE",ROBGRMT,,,"I  ",8330
2473,13,"FIBER CHOICE",FIBERCHC,,,"I  ",8330
4387,13,MAIZENA,MAIZENA,,,"I  ",8330
6835,13,"STALK MARKET",STALKMKT,,,"I  ",8330
6568,13,"SINCLAIR AND VALENTINE",SINCLAIR&V,,,"I  ",8330
5068,13,"NEEM AURA NATURALS",NEEMAURA,,,"I  ",8330
2795,13,"GENERAL FOAM",GENERLFOAM,,,"I  ",8330
3350,13,"HIGHLAND SPRING",HIGHLNDSPR,,,"I  ",8330
5167,13,"NORDIC SWEETS",NORDIC,,,"I  ",8330
2029,13,DOS,DOS,,,"I  ",8330
7613,13,"VEGGIE WASH",VEGGIEWASH,,,"I  ",8330
4614,13,MEYER,MEYER,,,"I  ",8330
1289,13,"CASA CORONA",CASACORONA,,,"I  ",8330
6692,13,"SOLEO ORGANICS",SOLEO,,,"I  ",8330
1577,13,COLAVITA,COLAVITA,,,"I  ",8330
5880,13,PROFUSION,PROFUSION,,,"I  ",8330
5962,13,Q.BEL,QBEL,,,"I  ",8330
2290,13,ELMER'S,ELMER,,,"I  ",8330
454,13,"AUNT PATSY'S PANTRY",AUNTPATSY,,,"I  ",8330
6349,13,SAPADILLA,SAPADILLA,,,"I  ",8330
7796,13,WD-40,WD40,,,"I  ",8330
1411,13,"CHERRYBROOK KITCHEN",CHERRYBRK,,,"I  ",8330
1703,13,CRAYOLA,CRAYOLA,,,"I  ",8330
6557,13,"SIMPLY GREEK",SIMPLYGRK,,,"I  ",8330
338,13,"APPLE SCHRAM",APPLESCHRM,,,"I  ",8330
7792,13,WAXELENE,WAXELENE,,,"I  ",8330
1104,13,"BUMBLE BEE",BUMBLEBEE,,,"I  ",8330
4902,13,"NANA'S COOKIES",NANACOOKIE,,,"I  ",8330
4782,13,"MOTHER NATURE.COM",MOTHERNAT,,,"I  ",8330
1352,13,"CHALLENGE PLASTICS",CHALLENGPL,,,"I  ",8330
6347,13,SANTIAGO,SANTIAGO,,,"I  ",8330
4313,13,"LUNDS & BYERLY'S",LUNDSBYRLY,,,"I  ",8330
1167,13,"CAJUN COUNTRY",CAJUNCNTRY,,,"I  ",8330
3472,13,HUTZLER,HUTZLER,,,"I  ",8330
2042,13,"DOWNEY'S ORIGINAL",DOWNEYORIG,,,"I  ",8330
7041,13,"SWEET TOUCH NEE",SWEETOUCH,,,"I  ",8330
4675,13,"MINA HARISSA",MINAHARSSA,,,"I  ",8330
3823,13,"KEEPER SPRINGS",KEEPER,,,"I  ",8330
5569,13,"PASTRY STAR",PASTRYSTAR,,,"I  ",8330
5834,13,PRESIDENT,PRESIDENT,,,"I  ",8330
3308,13,"HERBA ZAP",HERBAZAP,,,"I  ",8330
5205,13,"NUNEZ DE PRADO",NUNEZPRADO,,,"I  ",8330
5104,13,"NEW SEASONS",NEWSEASONS,,,"I  ",8330
332,13,APPEARANCE,APPEARANCE,,,"I  ",8330
2917,13,GOLAN,GOLAN,,,"I  ",8330
3554,13,"INSPIRATION MIXES",INSPIRATN,,,"I  ",8330
349,13,"AQUA HYDRATE",AQUAHYDRAT,,,"I  ",8330
599,13,BARRILITOS,BARRILITOS,,,"I  ",8330
7367,13,"TORIE AND HOWARD",TORIE&HWRD,,,"I  ",8330
1838,13,"DAVE'S GOURMET",DAVEGRMT,,,"I  ",8330
6488,13,SHELBY,SHELBY,,,"I  ",8330
4488,13,"MARY'S FREE RANGE TURKEY",MARYTURKEY,,,"I  ",8330
3028,13,"GRANOLA KITCHEN",GRANLAKTCH,,,"I  ",8330
5609,13,"PEKING NOODLE COMPANY",PEKING,,,"I  ",8330
2004,13,"DOMAINE DE LA ZOUINA",ZOUINA,,,"I  ",8330
334,13,APPETEASERS/ADRIENNE'S,APPETEASER,,,"I  ",8330
4374,13,"MAIA YOGURT",MAIA,,,"I  ",8330
6593,13,"SKIN SHIELD",SKINSHIELD,,,"I  ",8330
1657,13,COPPERTONE,COPPERTONE,,,"I  ",8330
3695,13,"JOEY DS",JOEYD,,,"I  ",8330
2389,13,"EVERY MAN JACK",EVERYMANJK,,,"I  ",8330
5533,13,"PAPER CHEF",PAPERCHEF,,,"I  ",8330
5737,13,PLANTERS,PLANTERS,,,"I  ",8330
3575,13,"IRISH CLASSIC",IRISHCLASS,,,"I  ",8330
6103,13,"RESOURCE WATER",RESOURCWTR,,,"I  ",8330
6490,13,"SHELLS BY DESIGN",SHELLS,,,"I  ",8330
1720,13,CRICKET,CRICKET,,,"I  ",8330
1453,13,CHOCO'S,CHOCO,,,"I  ",8330
3878,13,KINGFISHER,KINGFISHER,,,"I  ",8330
1478,13,"CHUNKS OF ENERGY",CHUNKSENRG,,,"I  ",8330
1928,13,"DESERT PEPPER TRADING",DESERTPEPR,,,"I  ",8330
3825,13,KEIM'S,KEIM,,,"I  ",8330
2082,13,"DR. TEAL'S",DRTEAL,,,"I  ",8330
2776,13,"GAYLORD HAUSER",GAYLORDHSR,,,"I  ",8330
5024,13,"NATURE'S GILLING PRODUCTS",NATGILLING,,,"I  ",8330
5251,13,NYLABONE,NYLABONE,,,"I  ",8330
3228,13,"HAWAIIAN ISLES KONA COFFEE",HAWAIICOF,,,"I  ",8330
4267,13,"LOTUS FOODS",LOTUSFOODS,,,"I  ",8330
540,13,"BAGELS FOREVER, INC.",BAGELSFRVR,,,"I  ",8330
4919,13,NASOYA,NASOYA,,,"I  ",8330
4410,13,"MAMA COCCO'S",MAMACOCCO,,,"I  ",8330
3571,13,IPAC,IPAC,,,"I  ",8330
3819,13,"KAY'S NATURALS",KAYNAT,,,"I  ",8330
1249,13,"CARB FIT",CARBFIT,,,"I  ",8330
1539,13,"CLOVER LEAF",CLOVERLEAF,,,"I  ",8330
3285,13,"HELEN OF TROY",HELENTROY,,,"I  ",8330
7302,13,TILDA,TILDA,,,"I  ",8330
616,13,BATHERAPY,BATHERAPY,,,"I  ",8330
7550,13,"UNIQUE PRETZELS",UNIQPRETZL,,,"I  ",8330
515,13,"BABY BLISS",BABYBLISS,,,"I  ",8330
393,13,"AROMATICA ORGANIC",AROMATICA,,,"I  ",8330
5262,13,O'NATURALS,ONATURALS,,,"I  ",8330
4145,13,"LEWEY'S ECO-BLENDS",LEWEY,,,"I  ",8330
1001,13,BOYAJIAN,BOYAJIAN,,,"I  ",8330
7838,13,"WHEAT MEAT",WHEATMEAT,,,"I  ",8330
2269,13,"ELA FAMILY FARMS",ELAFAMFARM,,,"I  ",8330
4652,13,MIKEE,MIKEE,,,"I  ",8330
248,13,AMBROSIA,AMBROSIA,,,"I  ",8330
1266,13,"CARIBOU COFFEE COMPANY",CARIBOUCOF,,,"I  ",8330
5903,13,PUMPKORN,PUMPKORN,,,"I  ",8330
225,13,"ALTA HEALTH",ALTAHEALTH,,,"I  ",8330
3329,13,HERMES,HERMES,,,"I  ",8330
6839,13,"STANTON ORCHARDS",STANTON,,,"I  ",8330
2294,13,EMERALD,EMERALD,,,"I  ",8330
5552,13,PARNEVU,PARNEVU,,,"I  ",8330
984,13,"BOUCHARD PRODUCTS",BOUCHARD,,,"I  ",8330
5836,13,PRESSUREZE,PRESSUREZE,,,"I  ",8330
8017,13,"YEE-HAW PICKLE COMPANY",YEEHAW,,,"I  ",8330
27,13,"8 GRAIN",8GRAIN,,,"I  ",8330
3922,13,"KOMBUCHA BOTANICA",KOMBBOTAN,,,"I  ",8330
4778,13,MOSS,MOSS,,,"I  ",8330
4349,13,"MADELAINE CHOCOLATE",MADELAINE,,,"I  ",8330
1310,13,"CASUAL COOK",CASUALCOOK,,,"I  ",8330
4921,13,"NAT-RUL HEALTH",NATRULHLTH,,,"I  ",8330
7754,13,VOSS,VOSS,,,"I  ",8330
1655,13,"COPPER MOON COFFEE",COPPERMOON,,,"I  ",8330
601,13,BARRITT'S,BARRITT,,,"I  ",8330
8004,13,YAMASA,YAMASA,,,"I  ",8330
1133,13,C2O,C2O,,,"I  ",8330
7445,13,"TRUE FRUIT",TRUEFRUIT,,,"I  ",8330
3714,13,"JONATHAN PRODUCT GREEN ROUTINE",JONPRODUCT,,,"I  ",8330
2944,13,"GOLDEN STAR",GOLDNSTAR,,,"I  ",8330
622,13,BAULI,BAULI,,,"I  ",8330
1127,13,BUTTERKIST,BUTTERKIST,,,"I  ",8330
1045,13,BRIGHAM'S,BRIGHAM,,,"I  ",8330
7493,13,TWINCO,TWINCO,,,"I  ",8330
3634,13,"JANA FOODS",JANAFOODS,,,"I  ",8330
2391,13,EVIRHOLDER,EVIRHOLDER,,,"I  ",8330
1939,13,DETOXIFY,DETOXIFY,,,"I  ",8330
7346,13,TONNINO,TONNINO,,,"I  ",8330
637,13,"BE WILD",BEWILD,,,"I  ",8330
7840,13,"WHEAT MONTANA FARMS AND BAKERY",WHEATMNTNA,,,"I  ",8330
3346,13,"HIGH COUNTRY KOMBUCHA",HIGHCNTRYK,,,"I  ",8330
6221,13,ROSOFF,ROSOFF,,,"I  ",8330
4673,13,"MIMI'S GOURMET",MIMIGRMT,,,"I  ",8330
4389,13,"MAJOR PETERS",MAJORPETRS,,,"I  ",8330
7958,13,"WORLD HARBOR",WORLDHARBR,,,"I  ",8330
4879,13,MYRTO,MYRTO,,,"I  ",8330
6934,13,"SUN BRAND",SUNBRAND,,,"I  ",8330
1188,13,"CALIFORNIA INNOVATIONS",CALIFINNOV,,,"I  ",8330
715,13,BENADRYL,BENADRYL,,,"I  ",8330
5289,13,"OF TOV",OFTOV,,,"I  ",8330
1861,13,"DEAD SEA ELEMENTS",DEADSEA,,,"I  ",8330
7323,13,TOASTETTE,TOASTETTE,,,"I  ",8330
1451,13,"CHOCK FULL OF NUTS",CHOCKFULL,,,"I  ",8330
6486,13,SHEESE,SHEESE,,,"I  ",8330
1743,13,"CRYSTAL NOODLE",CRYSTLNOOD,,,"I  ",8330
347,13,"AQUA FRAGRANCE",AQUAFRAGNC,,,"I  ",8330
3512,13,IMODIUM,IMODIUM,,,"I  ",8330
3617,13,JACOB'S,JACOB,,,"I  ",8330
2824,13,GEULA,GEULA,,,"I  ",8330
5348,13,"OMEGA FARMS",OMEGAFARMS,,,"I  ",8330
2349,13,ERNIE'S,ERNIE,,,"I  ",8330
799,13,BINACA,BINACA,,,"I  ",8330
2307,13,EMMI,EMMI,,,"I  ",8330
1026,13,BREAKSTONE'S,BREAKSTONE,,,"I  ",8330
761,13,BEWLEY'S,BEWLEY,,,"I  ",8330
149,13,"ALBA MILK",ALBAMILK,,,"I  ",8330
4002,13,"LA COSTENA",LACOSTENA,,,"I  ",8330
4328,13,M'LORD,MLORD,,,"I  ",8330
5043,13,"NATURE'S SECRET",NATSECRET,,,"I  ",8330
7081,13,"TAHITI TRADERS",TAHITI,,,"I  ",8330
4999,13,"NATURE'S ALL FOODS",NATALLFOOD,,,"I  ",8330
3619,13,JACQUELINE'S,JACQUELINE,,,"I  ",8330
5924,13,"PURE MOISTURE",PUREMOISTR,,,"I  ",8330
1867,13,"DEBORAH KAYES",DEBORAH,,,"I  ",8330
858,13,"BLACK OPAL",BLACKOPAL,,,"I  ",8330
3510,13,"IMMACULATE BAKING",IMMACBAKNG,,,"I  ",8330
5472,13,OUTBACK,OUTBACK,,,"I  ",8330
7596,13,VARISI,VARISI,,,"I  ",8330
2084,13,"DR. TICHENOR'S",DRTICHENOR,,,"I  ",8330
6000,13,RADIGUARD,RADIGUARD,,,"I  ",8330
3802,13,KASHI,KASHI,,,"I  ",8330
4490,13,MARZETTI,MARZETTI,,,"I  ",8330
6612,13,"SLIM JIM",SLIMJIM,,,"I  ",8330
1388,13,"CHEBE BREAD PRODUCTS",CHEBEBREAD,,,"I  ",8330
1779,13,"D & G",D&G,,,"I  ",8330
7611,13,"VEGGIE MAMA",VEGGIEMAMA,,,"I  ",8330
723,13,"BENEFIT TOOTHBRUSHES",BENEFITTTH,,,"I  ",8330
1367,13,CHAPARRITAS,CHAPARRITA,,,"I  ",8330
1714,13,"CREME OF NATURE",CREMEOFNAT,,,"I  ",8330
5672,13,PHAZYME,PHAZYME,,,"I  ",8330
6061,13,"RED SQUARE",REDSQUARE,,,"I  ",8330
7142,13,"TCHO CHOCOLATE",TCHO,,,"I  ",8330
7224,13,"THE CREAM PERFUME COMPANY",CREAMPERFM,,,"I  ",8330
694,13,"BELLA MONICA FLATBREAD COMPANY",BELLAMONIC,,,"I  ",8330
2860,13,GLACEAU,GLACEAU,,,"I  ",8330
1489,13,CITRA-SOLV,CITRASOLV,,,"I  ",8330
5085,13,"NEST FRESH",NESTFRESH,,,"I  ",8330
5470,13,"OUT INTERNATIONAL",OUTINTL,,,"I  ",8330
7384,13,"TRADEWINDS TEA HOUSE",TRADEWINDS,,,"I  ",8330
5203,13,"NUMMY TUM TUM",NUMMY,,,"I  ",8330
3937,13,KOPPLA,KOPPLA,,,"I  ",8330
7146,13,"TEA TREE THERAPY",TEATREE,,,"I  ",8330
2957,13,"GOO GONE",GOOGONE,,,"I  ",8330
3981,13,KWAI,KWAI,,,"I  ",8330
986,13,"BOULART PAR BAKED",BOULART,,,"I  ",8330
2273,13,"ELEMENTAL HERBS",ELEMNTLHRB,,,"I  ",8330
5613,13,"PENN PLAX",PENNPLAX,,,"I  ",8330
2206,13,"ECO LOGICAL SKIN CARE",ECOLOGICAL,,,"I  ",8330
4551,13,"MCCLURE'S PICKLES",MCCLURE,,,"I  ",8330
4305,13,"LUMINO HOME",LUMINOHOME,,,"I  ",8330
353,13,AQUAFULL,AQUAFULL,,,"I  ",8330
2330,13,ENVIRONNE,ENVIRONNE,,,"I  ",8330
5165,13,NOOSA,NOOSA,,,"I  ",8330
5939,13,"PURELY DECADENT",PUREDECDNT,,,"I  ",8330
3451,13,HOTTEEZE,HOTTEEZE,,,"I  ",8330
2555,13,FLEISCHMANN'S,FLEISCHMAN,,,"I  ",8330
1554,13,"COCO PAZZO",COCOPAZZO,,,"I  ",8330
2715,13,FUTUBA,FUTUBA,,,"I  ",8330
5760,13,PODRAVKA,PODRAVKA,,,"I  ",8330
418,13,"ASIAN AUTHENTICS",ASIANAUTH,,,"I  ",8330
4742,13,"MONOI TIARE",MONOITIARE,,,"I  ",8330
919,13,"BODY AMMO",BODYAMMO,,,"I  ",8330
6793,13,SPONGEABLES,SPONGEABLE,,,"I  ",8330
2984,13,"GOOSE VALLEY",GOOSEVAL,,,"I  ",8330
2477,13,"FIELD DAY",FIELDDAY,,,"I  ",8330
5367,13,ONLI,ONLI,,,"I  ",8330
433,13,"AT LAST NATURALS",ATLASTNAT,,,"I  ",8330
3659,13,"JEANETTE'S ALL NATURAL",JEANETTE,,,"I  ",8330
7630,13,VERMINTS,VERMINTS,,,"I  ",8330
4063,13,LANDMARK,LANDMARK,,,"I  ",8330
2244,13,"EIN HAROD APIARY",EINHAROD,,,"I  ",8330
3716,13,"JONES SCONES",JONESSCONE,,,"I  ",8330
2696,13,"FULL THROTTLE SAUCES",FTS,,,"I  ",8330
1457,13,CHOCOLATOUR,CHOCOLATOU,,,"I  ",8330
7933,13,WISSAHICKON,WISSAHICKN,,,"I  ",8330
5649,13,PESCAMAR,PESCAMAR,,,"I  ",8330
574,13,"BAR GELATO",BARGELATO,,,"I  ",8330
7468,13,TULELAKE,TULELAKE,,,"I  ",8330
